id,day,popup_id,popup_name,popup_strategy,popup_discount
ajs-next-a2e68a2bad6e5037c77469afacad1ed1,2024-04-11,912594,[Straight Change] STR CAMI - Upsell pop-up - Mobile,[Straight Change] STR CAMI - Upsell pop-up - Mobile,
4903ac94-034b-4e5d-b3e5-edfe16896213,2024-04-07,bgon53q1,Exit Intent | Regular_Traffic | Mobile | 10 OFF | SMS trigger,Exit Intent,10 OFF
481bd92d-de8b-4daa-94e5-2ad12a9356f4,2024-04-10,k2lyd9ke,,,
15710c45-db94-4053-af64-cf9762032f79,2024-04-11,xxsoyodj,1st Page | Regular_Traffic | Mobile | 10 OFF | SMS trigger,1st Page,10 OFF
ajs-next-330174d084f49bc7cc8e47a965c48e70,2024-03-27,827608,2nd page | ACQ | Mobile | 10 OFF | SMS Trigger | 986414,2nd page,10 OFF
310b644d-d2c3-4e78-ac26-871669856cf7,2024-04-09,xxsoyodj,1st Page | Regular_Traffic | Mobile | 10 OFF | SMS trigger,1st Page,10 OFF
fae4064d-7291-47cd-92cc-25d3370f6414,2024-04-09,xxsoyodj,1st Page | Regular_Traffic | Desktop | 10 OFF | SMS trigger,1st Page,10 OFF
98bf1148-c11f-4b81-8f5d-63b14dc048cd,2024-04-10,k2lyd9ke,,,
aeb52600-1c5f-43d4-9a84-3d7fb461d219,2024-04-10,k2lyd9ke,,,
ajs-next-ddf61cbb697a89a3d49f7938a4151371,2024-04-11,906346,2nd page | ACQ International Canada | Mobile | 10 OFF | SMS Trigger | 981935,2nd page,10 OFF
6bc137d1-bba2-45e7-ab6e-af6b58211ae7,2024-04-11,w8jc44dq,Exit Intent | ACQ | Mobile | 10 OFF | SMS trigger,Exit Intent,10 OFF
33e4ef50-1ffb-4cc3-a3b0-7b307c3d13b3,2024-04-05,bgon53q1,Exit Intent | Regular_Traffic | Mobile | 10 OFF | SMS trigger,Exit Intent,10 OFF
3c1ed01b-94f3-4983-9c4b-071a6e65cde9,2024-04-03,q32cdutb,,,
cb566e1a-e9ea-40f8-b11c-709363bbcf66,2024-03-29,01g1cj9b,,,
f9714639-bdbb-4115-84d8-eef4cb212715,2024-02-22,err1rqhe,,,
a6b97ca1-86a2-4de4-858c-44953dbdd77f,2024-04-09,xxsoyodj,1st Page | Regular_Traffic | Desktop | 10 OFF | SMS trigger,1st Page,10 OFF
f6408643-4be1-4ead-8175-3127aba79d93,2024-03-17,err1rqhe,,,
134ed8c3-0aee-4047-924d-6d78b8889298,2024-02-12,err1rqhe,,,
84ec2914-897d-4157-8c0e-70c448d870f8,2024-03-29,01g1cj9b,,,
4e31d25a-f630-44d4-9547-88c791a64a99,2024-03-29,01g1cj9b,,,
a19cc89b-88ec-45a4-b0f8-4cf90d294ef5,2024-03-29,01g1cj9b,,,
d0db3601-e0ed-47e2-bc8e-ff782e774c4b,2024-02-11,q32cdutb,,,
cf991021-c6a3-4956-9d73-909c5b4ef4bc,2024-04-11,zdwv8682,Exit Intent | ACQ | Mobile | 10 OFF | SMS trigger,Exit Intent,10 OFF
6e41cd09-7a7c-40dc-a0e7-9e29d5a475a6,2024-04-11,w8jc44dq,Exit Intent | ACQ | Mobile | 10 OFF | SMS trigger,Exit Intent,10 OFF
8f0bb11a-dea6-4f0d-9056-5476b08bd86e,2024-03-19,err1rqhe,,,
33c452ec-3404-4de5-9659-88eff1bfb36c,2024-02-20,70hsaidf,,,
a0965973-3992-4771-a08f-0d63140939ce,2024-02-08,v78l6m2h,,,
fa1aeb55-3fc4-4ce0-a42c-c1687543c1fb,2024-04-01,err1rqhe,,,
a5085406-4d95-48ae-bb81-fc8dc2b59d01,2024-02-12,err1rqhe,,,
ajs-next-e89c5cd9fd106c096d6b63125400cc0b,2024-02-01,842613,Cart Abandon | Google Organic | Mobile | 10 OFF | SMS No Trigger,Cart Abandon,10 OFF
194545df-412d-43c8-8452-5a50020c5c22,2024-03-06,01g1cj9b,,,
69848f16-7dd0-467f-bcb1-46ef272a8b27,2024-03-25,xy55r5iy,,,
6a24d9cd-2e1a-4368-9104-e4d85acb3006,2024-03-07,ivhfrrkf,,,
115a202a-9555-4270-bc70-532e801a1595,2024-03-07,ivhfrrkf,,,
9e7df049-fdf1-48b2-97bc-4b09aabc6ce8,2024-03-02,60ijozen,,,
5bd34ba4-3ff8-45fc-bc2d-2aa8ee2c1cab,2024-04-10,k2lyd9ke,,,
3e63bc93-052e-4043-8d9e-dd4d097138c9,2024-04-10,k2lyd9ke,,,
ajs-next-d13e485a9894bdd02e10505fd8f64496,2024-03-25,906682,Exit Intent | ACQ International Canada |  Desktop | 10 OFF | SMS Trigger | 987419,Exit Intent,10 OFF
3d2ed745-cafc-46d4-ae59-e6eb8fddff36,2024-03-25,xy55r5iy,,,
2a532e86-9cd7-4cca-8fe3-ea18d7dff797,2024-01-09,err1rqhe,,,
c1526589-3869-42a5-a075-bec061f1528c,2024-01-09,err1rqhe,,,
ajs-next-5901b6e6693b1d1c35733dd56f049159,2024-01-23,842259,Exit Intent | Regular Traffic | Mobile | 10 OFF | SMS Trigger | 960787,Exit Intent,10 OFF
ajs-next-88ba449e5538cbda4db932aa3c74f710,2024-03-15,842259,Exit Intent | Regular Traffic | Mobile | 10 OFF | SMS Trigger | 981832,Exit Intent,10 OFF
ajs-next-12ef2105965e1ef5e1de022a81301c67,2024-02-29,842223,1st page | Regular Traffic | Mobile | 10 OFF | SMS Trigger | 976282,1st page,10 OFF
2aa7593d-6032-48ab-9928-4220c86f2db1,2024-04-11,a04w71n1,2nd Page | ACQ | Mobile | 10 OFF | SMS trigger,2nd Page,10 OFF
1ff8021b-1c24-4122-8310-cf7f3c94755b,2024-04-11,01g1cj9b,,,
7f398a1a-9487-425f-9ea8-b98bda2a8f31,2024-03-27,err1rqhe,,,
64f1678e-0803-4a67-9866-41631421f0ea,2024-03-18,v78l6m2h,,,
76caed76-badc-47fd-9b50-6032d1e77ad1,2024-01-27,g1rddoob,,,
ajs-next-fc92c3c11b7d15fb124d342063bd83fe,2024-02-24,912594,[Straight Change] STR CAMI - Upsell pop-up - Mobile,[Straight Change] STR CAMI - Upsell pop-up - Mobile,
61857a32-6fa3-4acc-a1f4-b39f0bd76593,2024-03-22,01g1cj9b,,,
25ee982a-b7ea-42d1-a4c2-0f5fdde814ae,2024-03-22,01g1cj9b,,,
ajs-next-b6ebf7ca3f68b68755168143cc30f2cf,2024-03-12,855703,1st page | ACQ NON PDP | Mobile | 10 OFF | SMS Trigger | 981832,1st page,10 OFF
b2d0d99e-fca1-4aa7-8aa0-8f4aeae0409c,2024-03-29,01g1cj9b,,,
dfc5027d-474a-4385-ae3a-f9a8b8a09450,2024-04-05,bk2t0wtf,,,
f0caa345-cde4-4ab7-a948-27d58c04c0d0,2024-03-17,err1rqhe,,,
8b297797-8f50-4a20-94b3-2187ea58f76e,2024-02-22,err1rqhe,,,
55369143-2e85-45b1-bead-669ec77f6f66,2024-01-05,is4hjs15,,,
845b45b5-cf44-408c-a354-685fc081a715,2024-04-11,w8jc44dq,Exit Intent | ACQ | Mobile | 10 OFF | SMS trigger,Exit Intent,10 OFF
b87365aa-1798-4d7e-9334-603f12f57f15,2024-04-04,7qa0te88,,,
d9c25bd0-de93-4e64-ad40-32945512da4a,2024-04-04,xxsoyodj,1st Page | Regular_Traffic | Mobile | 10 OFF | SMS trigger,1st Page,10 OFF
73eec0e8-015a-4684-9849-52b04b9847d8,2024-04-07,xxsoyodj,1st Page | Regular_Traffic | Mobile | 10 OFF | SMS trigger,1st Page,10 OFF
70f4dafe-2073-400d-bf6d-7566117e6cd3,2024-01-29,bk2t0wtf,,,
ajs-next-21ac0dd3113c2f9ab0356412ad836b22,2024-01-03,827608,2nd page | ACQ | Mobile | 10 OFF | SMS Trigger | 950308,2nd page,10 OFF
44860659-7491-4b1e-86f9-5bb78dabfa58,2024-04-05,bk2t0wtf,,,
2e322fca-abc9-41bf-a177-406106a5a101,2024-02-16,xgeht1ip,,,
a1cf3635-d7f2-4a82-a8e4-5774e81cc22e,2024-04-04,7qa0te88,,,
c5ab3b73-1869-4fd7-8266-0629913fcd9f,2024-04-09,7qa0te88,,,
1c074346-11f6-418a-8bfe-ab73eb82e680,2024-04-04,bgon53q1,Exit Intent | Regular_Traffic | Mobile | 10 OFF | SMS trigger,Exit Intent,10 OFF
99df59b2-6f70-4fab-bba1-8d0ba1b3ca6c,2024-04-04,7qa0te88,,,
4b11a224-78aa-4491-b0c7-1db45ae4fb38,2024-02-22,err1rqhe,,,
f6ee7cc9-d5d0-4152-b450-a7f32e94a143,2024-03-17,err1rqhe,,,
ajs-next-5fbf40c7638c1ed30cfb05210d685f61,2024-03-23,948589,CREDIT CAMPAIGN - PDP - Desktop,CREDIT CAMPAIGN - PDP - Desktop,
197271a9-ae8a-4489-80a0-3e1dff1610e0,2024-03-26,xy55r5iy,,,
ajs-next-ccbf18a662654497bea249b90bb90166,2024-04-10,906350,2nd page | Google Organic International Canada | Mobile | 10 OFF | SMS Trigger | 981935,2nd page,10 OFF
e81ac423-1725-4346-a8ab-9104d5843156,2024-04-05,bk2t0wtf,,,
1997b2a8-ed1a-460f-839f-aa59935cf778,2024-03-22,01g1cj9b,,,
f8a10a7a-3040-4314-b9f6-3d1f0cdd14f2,2024-03-22,01g1cj9b,,,
9bf4b0e7-bce7-4f9e-9f8b-88c093d2da0f,2024-03-22,01g1cj9b,,,
8a26b460-e1d3-4b42-9f97-2982fbacccaa,2024-03-18,err1rqhe,,,
7b2762c6-f8e9-4696-9fb0-5204f04799b5,2024-04-03,xxsoyodj,1st Page | Regular_Traffic | Mobile | 10 OFF | SMS trigger,1st Page,10 OFF
79b3b3a7-ce9c-4294-8d5d-68c400c793bd,2024-03-07,ivhfrrkf,,,
5b45faa9-109b-4e53-872b-0a466e7740fc,2024-02-25,xgeht1ip,,,
003728d4-ac62-4827-a2a8-dc8f4768411a,2024-03-23,v78l6m2h,,,
b12ca380-1c48-4984-9d4c-16cc32753a42,2024-03-23,v78l6m2h,,,
